<<<<<<< HEAD
year,area_code,area_name,total_health_2021,n_very_good_2021,n_good_2021,n_fair_2021,n_bad_2021,n_very_bad_2021,n_bad_or_very_bad_2021,pct_very_good_2021,pct_good_2021,pct_fair_2021,pct_bad_2021,pct_very_bad_2021,pct_bad_or_very_bad_2021
2021,E07000108,Dover,116410,51455,40711,17036,5611,1597,7208,44.2,34.97,14.63,4.82,1.37,6.19
2021,E07000109,Gravesham,106900,52013,36416,13291,4088,1092,5180,48.66,34.07,12.43,3.82,1.02,4.85
2021,E07000110,Maidstone,175782,87494,59781,21018,5832,1657,7489,49.77,34.01,11.96,3.32,0.94,4.26
2021,E07000111,Sevenoaks,120515,63410,38931,13407,3660,1107,4767,52.62,32.3,11.12,3.04,0.92,3.96
2021,E07000112,Folkestone and Hythe,109759,47404,38432,16801,5519,1603,7122,43.19,35.01,15.31,5.03,1.46,6.49
2021,E07000113,Swale,151678,68967,52738,21338,6688,1947,8635,45.47,34.77,14.07,4.41,1.28,5.69
2021,E07000114,Thanet,140587,59000,49262,22148,7823,2354,10177,41.97,35.04,15.75,5.56,1.67,7.24
2021,E07000115,Tonbridge and Malling,132201,67896,44052,14959,4164,1130,5294,51.36,33.32,11.32,3.15,0.85,4.0
2021,E07000116,Tunbridge Wells,115311,60833,37512,12586,3415,965,4380,52.76,32.53,10.91,2.96,0.84,3.8
2021,E07000117,Burnley,94645,42648,31570,13808,5073,1546,6619,45.06,33.36,14.59,5.36,1.63,6.99
2021,E07000118,Chorley,117732,57332,39109,15198,4735,1358,6093,48.7,33.22,12.91,4.02,1.15,5.18
2021,E07000119,Fylde,81374,37427,27421,11815,3641,1070,4711,45.99,33.7,14.52,4.47,1.31,5.79
2021,E07000120,Hyndburn,82234,36121,28210,12149,4387,1367,5754,43.92,34.3,14.77,5.33,1.66,7.0
2021,E07000121,Lancaster,142934,66454,48857,19619,6214,1790,8004,46.49,34.18,13.73,4.35,1.25,5.6
2021,E07000122,Pendle,95760,44752,32255,13182,4286,1285,5571,46.73,33.68,13.77,4.48,1.34,5.82
2021,E07000123,Preston,147835,71585,48918,19091,6379,1862,8241,48.42,33.09,12.91,4.31,1.26,5.57
2021,E07000124,Ribble Valley,61561,32360,19764,7117,1855,465,2320,52.57,32.1,11.56,3.01,0.76,3.77
2021,E07000125,Rossendale,70873,33310,23556,9673,3430,904,4334,47.0,33.24,13.65,4.84,1.28,6.12
2021,E07000126,South Ribble,111035,53172,37823,14535,4318,1187,5505,47.89,34.06,13.09,3.89,1.07,4.96
2021,E07000127,West Lancashire,117430,56460,38918,15404,5114,1534,6648,48.08,33.14,13.12,4.35,1.31,5.66
2021,E07000128,Wyre,111946,49623,37251,17326,5902,1844,7746,44.33,33.28,15.48,5.27,1.65,6.92
2021,E07000129,Blaby,102926,50473,35496,12636,3328,993,4321,49.04,34.49,12.28,3.23,0.96,4.2
2021,E07000130,Charnwood,183971,90255,63617,22344,6051,1704,7755,49.06,34.58,12.15,3.29,0.93,4.22
2021,E07000131,Harborough,97627,50282,32717,11016,2850,762,3612,51.5,33.51,11.28,2.92,0.78,3.7
2021,E07000132,Hinckley and Bosworth,113640,52913,40394,14967,4164,1202,5366,46.56,35.55,13.17,3.66,1.06,4.72
2021,E07000133,Melton,51752,24748,18186,6757,1622,439,2061,47.82,35.14,13.06,3.13,0.85,3.98
2021,E07000134,North West Leicestershire,104706,49180,36846,13648,3916,1116,5032,46.97,35.19,13.03,3.74,1.07,4.81
2021,E07000135,Oadby and Wigston,57747,26568,20744,7661,2170,604,2774,46.01,35.92,13.27,3.76,1.05,4.8
2021,E07000136,Boston,70502,29747,26118,10548,3193,896,4089,42.19,37.05,14.96,4.53,1.27,5.8
2021,E07000137,East Lindsey,142296,53934,50793,25949,8969,2651,11620,37.9,35.7,18.24,6.3,1.86,8.17
2021,E07000138,Lincoln,103813,45492,38213,14444,4461,1203,5664,43.82,36.81,13.91,4.3,1.16,5.46
2021,E07000139,North Kesteven,118074,54648,41825,15872,4509,1220,5729,46.28,35.42,13.44,3.82,1.03,4.85
2021,E07000140,South Holland,95122,39386,35883,14451,4268,1134,5402,41.41,37.72,15.19,4.49,1.19,5.68
2021,E07000141,South Kesteven,143404,65973,51176,19418,5456,1381,6837,46.0,35.69,13.54,3.8,0.96,4.77
2021,E07000142,West Lindsey,95153,41693,34181,13948,4227,1104,5331,43.82,35.92,14.66,4.44,1.16,5.6
2021,E07000143,Breckland,141477,60208,52416,21131,6109,1613,7722,42.56,37.05,14.94,4.32,1.14,5.46
2021,E07000144,Broadland,131721,59373,47997,18304,4810,1237,6047,45.07,36.44,13.9,3.65,0.94,4.59
2021,E07000145,Great Yarmouth,99748,40086,35834,16599,5610,1619,7229,40.19,35.92,16.64,5.62,1.62,7.25
2021,E07000146,King's Lynn and West Norfolk,154325,64413,56961,23789,7106,2056,9162,41.74,36.91,15.41,4.6,1.33,5.94
2021,E07000147,North Norfolk,102981,40520,38727,17522,4821,1391,6212,39.35,37.61,17.01,4.68,1.35,6.03
2021,E07000148,Norwich,143921,63232,52223,20346,6382,1738,8120,43.94,36.29,14.14,4.43,1.21,5.64
2021,E07000149,South Norfolk,141948,66743,50340,18701,4877,1287,6164,47.02,35.46,13.17,3.44,0.91,4.34
2021,E07000163,Craven,56927,27225,19981,7305,1886,530,2416,47.82,35.1,12.83,3.31,0.93,4.24
2021,E07000164,Hambleton,90690,43195,31946,11542,3121,886,4007,47.63,35.23,12.73,3.44,0.98,4.42
2021,E07000165,Harrogate,162667,82888,54506,18981,4971,1321,6292,50.96,33.51,11.67,3.06,0.81,3.87
2021,E07000166,Richmondshire,49777,24862,16864,6058,1550,443,1993,49.95,33.88,12.17,3.11,0.89,4.0
2021,E07000167,Ryedale,54707,25123,19488,7563,1952,581,2533,45.92,35.62,13.82,3.57,1.06,4.63
2021,E07000168,Scarborough,108737,44934,39080,17296,5775,1652,7427,41.32,35.94,15.91,5.31,1.52,6.83
2021,E07000169,Selby,91988,44845,31791,11351,3138,863,4001,48.75,34.56,12.34,3.41,0.94,4.35
2021,E07000170,Ashfield,126300,53556,43876,19912,6947,2009,8956,42.4,34.74,15.77,5.5,1.59,7.09
2021,E07000171,Bassetlaw,117804,51679,40938,17862,5618,1707,7325,43.87,34.75,15.16,4.77,1.45,6.22
2021,E07000172,Broxtowe,110940,51331,38407,15476,4462,1264,5726,46.27,34.62,13.95,4.02,1.14,5.16
2021,E07000173,Gedling,117263,53976,40850,16183,4840,1414,6254,46.03,34.84,13.8,4.13,1.21,5.33
2021,E07000174,Mansfield,110482,47123,38004,17302,6249,1804,8053,42.65,34.4,15.66,5.66,1.63,7.29
2021,E07000175,Newark and Sherwood,122956,54954,43072,17806,5553,1571,7124,44.69,35.03,14.48,4.52,1.28,5.79
2021,E07000176,Rushcliffe,119077,63235,38139,13096,3629,978,4607,53.1,32.03,11.0,3.05,0.82,3.87
2021,E07000177,Cherwell,161018,81759,55298,17966,4699,1296,5995,50.78,34.34,11.16,2.92,0.8,3.72
2021,E07000178,Oxford,162039,88767,52154,15703,4221,1194,5415,54.78,32.19,9.69,2.6,0.74,3.34
2021,E07000179,South Oxfordshire,149085,79641,49194,15408,3831,1011,4842,53.42,33.0,10.34,2.57,0.68,3.25
2021,E07000180,Vale of White Horse,138913,72726,46700,14989,3585,913,4498,52.35,33.62,10.79,2.58,0.66,3.24
2021,E07000181,West Oxfordshire,114237,58560,38834,12766,3198,879,4077,51.26,33.99,11.18,2.8,0.77,3.57
2021,E07000187,Mendip,116090,55396,40072,15165,4312,1145,5457,47.72,34.52,13.06,3.71,0.99,4.7
2021,E07000188,Sedgemoor,125343,55925,44639,17763,5484,1532,7016,44.62,35.61,14.17,4.38,1.22,5.6
2021,E07000189,South Somerset,172671,79386,61211,23507,6637,1930,8567,45.98,35.45,13.61,3.84,1.12,4.96
2021,E07000192,Cannock Chase,100520,43559,35779,14742,4955,1485,6440,43.33,35.59,14.67,4.93,1.48,6.41
2021,E07000193,East Staffordshire,124019,57717,43989,16319,4637,1357,5994,46.54,35.47,13.16,3.74,1.09,4.83
2021,E07000194,Lichfield,106436,50143,37056,13924,4162,1151,5313,47.11,34.82,13.08,3.91,1.08,4.99
2021,E07000195,Newcastle-under-Lyme,123300,54189,43520,17878,5972,1741,7713,43.95,35.3,14.5,4.84,1.41,6.26
2021,E07000196,South Staffordshire,110472,49718,39468,15421,4538,1327,5865,45.01,35.73,13.96,4.11,1.2,5.31
2021,E07000197,Stafford,136867,64032,47929,18200,5203,1503,6706,46.78,35.02,13.3,3.8,1.1,4.9
2021,E07000198,Staffordshire Moorlands,95847,42805,33976,13660,4144,1262,5406,44.66,35.45,14.25,4.32,1.32,5.64
2021,E07000199,Tamworth,78647,35798,27433,10922,3434,1060,4494,45.52,34.88,13.89,4.37,1.35,5.71
2021,E07000200,Babergh,92338,42772,33135,12352,3225,854,4079,46.32,35.88,13.38,3.49,0.92,4.42
2021,E07000202,Ipswich,139642,63728,49957,18905,5562,1490,7052,45.64,35.78,13.54,3.98,1.07,5.05
2021,E07000203,Mid Suffolk,102699,48205,36960,13204,3454,876,4330,46.94,35.99,12.86,3.36,0.85,4.22
2021,E07000207,Elmbridge,138755,81741,40971,12067,3038,938,3976,58.91,29.53,8.7,2.19,0.68,2.87
2021,E07000208,Epsom and Ewell,80938,43925,26427,8110,1940,536,2476,54.27,32.65,10.02,2.4,0.66,3.06
2021,E07000209,Guildford,143650,78671,46690,13717,3531,1041,4572,54.77,32.5,9.55,2.46,0.72,3.18
2021,E07000210,Mole Valley,87386,45952,28806,9411,2501,716,3217,52.59,32.96,10.77,2.86,0.82,3.68
2021,E07000211,Reigate and Banstead,150846,81155,49031,15541,3979,1140,5119,53.8,32.5,10.3,2.64,0.76,3.39
2021,E07000212,Runnymede,88079,46128,29446,9344,2487,674,3161,52.37,33.43,10.61,2.82,0.77,3.59
2021,E07000213,Spelthorne,102956,51913,35432,11642,3072,897,3969,50.42,34.41,11.31,2.98,0.87,3.86
2021,E07000214,Surrey Heath,90453,48670,29656,9208,2249,670,2919,53.81,32.79,10.18,2.49,0.74,3.23
2021,E07000215,Tandridge,87877,45917,28955,9685,2570,750,3320,52.25,32.95,11.02,2.92,0.85,3.78
2021,E07000216,Waverley,128229,70073,41167,12883,3236,870,4106,54.65,32.1,10.05,2.52,0.68,3.2
2021,E07000217,Woking,103942,55399,34440,10559,2776,768,3544,53.3,33.13,10.16,2.67,0.74,3.41
2021,E07000218,North Warwickshire,65034,29587,22596,9157,2864,830,3694,45.49,34.74,14.08,4.4,1.28,5.68
2021,E07000219,Nuneaton and Bedworth,134197,59458,47478,19379,6075,1807,7882,44.31,35.38,14.44,4.53,1.35,5.87
2021,E07000220,Rugby,114363,55844,39851,13777,3887,1004,4891,48.83,34.85,12.05,3.4,0.88,4.28
2021,E07000221,Stratford-on-Avon,134725,66877,46177,16193,4275,1203,5478,49.64,34.28,12.02,3.17,0.89,4.07
2021,E07000222,Warwick,148453,77332,49195,16306,4393,1227,5620,52.09,33.14,10.98,2.96,0.83,3.79
2021,E07000223,Adur,64544,29272,22573,9108,2800,791,3591,45.35,34.97,14.11,4.34,1.23,5.56
2021,E07000224,Arun,164889,71215,60303,24419,7110,1842,8952,43.19,36.57,14.81,4.31,1.12,5.43
2021,E07000225,Chichester,124068,60839,42522,15366,4178,1163,5341,49.04,34.27,12.39,3.37,0.94,4.3
2021,E07000226,Crawley,118493,58152,41451,13754,3975,1161,5136,49.08,34.98,11.61,3.35,0.98,4.33
2021,E07000227,Horsham,146778,75551,49827,16218,4067,1115,5182,51.47,33.95,11.05,2.77,0.76,3.53
2021,E07000228,Mid Sussex,152566,80741,50460,16029,4180,1156,5336,52.92,33.07,10.51,2.74,0.76,3.5
2021,E07000229,Worthing,111340,50406,39682,15418,4526,1308,5834,45.27,35.64,13.85,4.07,1.17,5.24
2021,E07000234,Bromsgrove,99183,50253,32850,11705,3329,1046,4375,50.67,33.12,11.8,3.36,1.05,4.41
2021,E07000235,Malvern Hills,79486,36926,27733,10843,3096,888,3984,46.46,34.89,13.64,3.9,1.12,5.01
2021,E07000236,Redditch,87038,40480,30616,11431,3547,964,4511,46.51,35.18,13.13,4.08,1.11,5.18
2021,E07000237,Worcester,103872,49220,36463,13209,3882,1098,4980,47.39,35.1,12.72,3.74,1.06,4.79
2021,E07000238,Wychavon,132492,62836,46380,17163,4829,1284,6113,47.43,35.01,12.95,3.64,0.97,4.61
2021,E07000239,Wyre Forest,101607,44004,36337,15024,4818,1424,6242,43.31,35.76,14.79,4.74,1.4,6.14
2021,E07000240,St Albans,148167,85242,44893,13557,3520,955,4475,57.53,30.3,9.15,2.38,0.64,3.02
2021,E07000241,Welwyn Hatfield,119836,61896,40200,13130,3664,946,4610,51.65,33.55,10.96,3.06,0.79,3.85
2021,E07000242,East Hertfordshire,150155,81057,48853,15274,3916,1055,4971,53.98,32.54,10.17,2.61,0.7,3.31
2021,E07000243,Stevenage,89495,42673,31339,11298,3298,887,4185,47.68,35.02,12.62,3.69,0.99,4.68
2021,E07000244,East Suffolk,246056,106604,88502,36851,11148,2951,14099,43.33,35.97,14.98,4.53,1.2,5.73
2021,E07000245,West Suffolk,179948,85843,63799,22468,6150,1688,7838,47.7,35.45,12.49,3.42,0.94,4.36
2021,E07000246,Somerset West and Taunton,157445,72178,55069,22010,6513,1675,8188,45.84,34.98,13.98,4.14,1.06,5.2
2021,E08000001,Bolton,295963,142076,96785,38905,13968,4229,18197,48.0,32.7,13.15,4.72,1.43,6.15
2021,E08000002,Bury,193850,93456,63919,25700,8416,2359,10775,48.21,32.97,13.26,4.34,1.22,5.56
2021,E08000003,Manchester,551938,280547,173458,64955,24915,8063,32978,50.83,31.43,11.77,4.51,1.46,5.97
2021,E08000004,Oldham,242088,113590,79548,33754,11724,3472,15196,46.92,32.86,13.94,4.84,1.43,6.28
2021,E08000005,Rochdale,223773,104957,73713,30753,11214,3136,14350,46.9,32.94,13.74,5.01,1.4,6.41
2021,E08000006,Salford,269923,134447,86140,33249,12406,3681,16087,49.81,31.91,12.32,4.6,1.36,5.96
2021,E08000007,Stockport,294773,145602,96317,37255,12017,3582,15599,49.39,32.67,12.64,4.08,1.22,5.29
2021,E08000008,Tameside,231071,104704,77895,33204,11821,3447,15268,45.31,33.71,14.37,5.12,1.49,6.61
2021,E08000009,Trafford,235052,124806,72803,26515,8406,2522,10928,53.1,30.97,11.28,3.58,1.07,4.65
2021,E08000010,Wigan,329331,152373,110193,46214,16085,4466,20551,46.27,33.46,14.03,4.88,1.36,6.24
2021,E08000011,Knowsley,154519,73079,46569,21561,10037,3273,13310,47.29,30.14,13.95,6.5,2.12,8.61
2021,E08000012,Liverpool,486088,231830,150332,65142,29077,9707,38784,47.69,30.93,13.4,5.98,2.0,7.98
2021,E08000013,St. Helens,183245,82747,59974,26762,10591,3171,13762,45.16,32.73,14.6,5.78,1.73,7.51
2021,E08000014,Sefton,279233,129449,90164,40057,14953,4610,19563,46.36,32.29,14.35,5.36,1.65,7.01
2021,E08000015,Wirral,320199,148845,102703,45385,17840,5426,23266,46.49,32.07,14.17,5.57,1.69,7.27
2021,E08000016,Barnsley,244572,106010,82192,38001,14252,4117,18369,43.35,33.61,15.54,5.83,1.68,7.51
2021,E08000017,Doncaster,308104,136540,105090,45337,16192,4945,21137,44.32,34.11,14.71,5.26,1.6,6.86
2021,E08000018,Rotherham,265807,117359,90450,39277,14400,4321,18721,44.15,34.03,14.78,5.42,1.63,7.04
2021,E08000019,Sheffield,556522,259654,187759,75541,25998,7570,33568,46.66,33.74,13.57,4.67,1.36,6.03
2021,E08000021,Newcastle upon Tyne,300126,145219,96614,39307,14525,4461,18986,48.39,32.19,13.1,4.84,1.49,6.33
2021,E08000022,North Tyneside,208965,96170,69597,30204,10188,2806,12994,46.02,33.31,14.45,4.88,1.34,6.22
2021,E08000023,South Tyneside,147778,64656,48869,22930,8709,2614,11323,43.75,33.07,15.52,5.89,1.77,7.66
2021,E08000024,Sunderland,274171,118258,90486,43507,16834,5086,21920,43.13,33.0,15.87,6.14,1.86,8.0
2021,E08000025,Birmingham,1144919,544500,380993,150801,51755,16870,68625,47.56,33.28,13.17,4.52,1.47,5.99
2021,E08000026,Coventry,345325,167651,116149,43030,14126,4369,18495,48.55,33.63,12.46,4.09,1.27,5.36
2021,E08000027,Dudley,323488,141846,114604,47402,15299,4337,19636,43.85,35.43,14.65,4.73,1.34,6.07
2021,E08000028,Sandwell,341833,153337,116762,49048,17472,5214,22686,44.86,34.16,14.35,5.11,1.53,6.64
2021,E08000029,Solihull,216240,106508,72191,26816,8293,2432,10725,49.25,33.38,12.4,3.84,1.12,4.96
2021,E08000030,Walsall,284124,126170,97681,41567,14222,4484,18706,44.41,34.38,14.63,5.01,1.58,6.58
2021,E08000031,Wolverhampton,263727,118244,90690,38056,12953,3784,16737,44.84,34.39,14.43,4.91,1.43,6.35
2021,E08000032,Bradford,546408,252136,188664,73124,24904,7580,32484,46.14,34.53,13.38,4.56,1.39,5.95
2021,E08000033,Calderdale,206631,96309,70657,27913,9057,2695,11752,46.61,34.19,13.51,4.38,1.3,5.69
2021,E08000034,Kirklees,433217,201705,149441,58024,18669,5378,24047,46.56,34.5,13.39,4.31,1.24,5.55
2021,E08000035,Leeds,811953,402056,270304,98856,31621,9116,40737,49.52,33.29,12.18,3.89,1.12,5.02
2021,E08000036,Wakefield,353370,157984,121164,51084,17900,5238,23138,44.71,34.29,14.46,5.07,1.48,6.55
2021,E08000037,Gateshead,196151,85811,65777,30117,11120,3326,14446,43.75,33.53,15.35,5.67,1.7,7.36
2021,E09000001,City of London,8583,4937,2726,687,186,47,233,57.52,31.76,8.0,2.17,0.55,2.71
2021,E09000002,Barking and Dagenham,218869,111929,71978,24295,8169,2498,10667,51.14,32.89,11.1,3.73,1.14,4.87
2021,E09000003,Barnet,389344,213576,120802,39317,11724,3925,15649,54.86,31.03,10.1,3.01,1.01,4.02
2021,E09000004,Bexley,246473,125181,82371,28260,8128,2533,10661,50.79,33.42,11.47,3.3,1.03,4.33
2021,E09000005,Brent,339814,176793,111300,36871,11158,3692,14850,52.03,32.75,10.85,3.28,1.09,4.37
2021,E09000006,Bromley,329991,176211,106977,34265,9694,2844,12538,53.4,32.42,10.38,2.94,0.86,3.8
2021,E09000007,Camden,210136,116692,61665,21109,8013,2657,10670,55.53,29.35,10.05,3.81,1.26,5.08
2021,E09000008,Croydon,390719,200050,130711,43327,12733,3898,16631,51.2,33.45,11.09,3.26,1.0,4.26
2021,E09000009,Ealing,367115,192559,120388,38868,11619,3681,15300,52.45,32.79,10.59,3.16,1.0,4.17
2021,E09000010,Enfield,329984,167119,108918,37822,12150,3975,16125,50.64,33.01,11.46,3.68,1.2,4.89
2021,E09000011,Greenwich,289068,152415,92418,30949,10134,3152,13286,52.73,31.97,10.71,3.51,1.09,4.6
2021,E09000012,Hackney,259146,146836,73626,25710,9467,3507,12974,56.66,28.41,9.92,3.65,1.35,5.01
2021,E09000013,Hammersmith and Fulham,183157,108069,51238,16301,5603,1946,7549,59.0,27.97,8.9,3.06,1.06,4.12
2021,E09000014,Haringey,264238,140184,83809,27408,9562,3275,12837,53.05,31.72,10.37,3.62,1.24,4.86
2021,E09000015,Harrow,261203,134553,88594,27907,7715,2434,10149,51.51,33.92,10.68,2.95,0.93,3.89
2021,E09000016,Havering,262052,130764,89013,30642,8941,2692,11633,49.9,33.97,11.69,3.41,1.03,4.44
2021,E09000017,Hillingdon,305909,156976,103725,33088,9244,2876,12120,51.31,33.91,10.82,3.02,0.94,3.96
2021,E09000018,Hounslow,288181,149624,96314,30323,9017,2903,11920,51.92,33.42,10.52,3.13,1.01,4.14
2021,E09000019,Islington,216589,118690,63421,22469,8901,3108,12009,54.8,29.28,10.37,4.11,1.43,5.54
2021,E09000020,Kensington and Chelsea,143375,85462,38302,13191,4806,1614,6420,59.61,26.71,9.2,3.35,1.13,4.48
2021,E09000021,Kingston upon Thames,168063,90958,54724,16710,4367,1304,5671,54.12,32.56,9.94,2.6,0.78,3.37
2021,E09000022,Lambeth,317654,178535,96211,30240,9582,3086,12668,56.2,30.29,9.52,3.02,0.97,3.99
2021,E09000023,Lewisham,300550,159645,96291,31609,9891,3114,13005,53.12,32.04,10.52,3.29,1.04,4.33
2021,E09000024,Merton,215182,118140,68979,20760,5599,1704,7303,54.9,32.06,9.65,2.6,0.79,3.39
2021,E09000025,Newham,351036,180480,116872,37801,11823,4060,15883,51.41,33.29,10.77,3.37,1.16,4.52
2021,E09000026,Redbridge,310258,159202,105549,33011,9467,3029,12496,51.31,34.02,10.64,3.05,0.98,4.03
2021,E09000027,Richmond upon Thames,195278,115959,57054,16331,4574,1360,5934,59.38,29.22,8.36,2.34,0.7,3.04
2021,E09000028,Southwark,307637,171620,93329,30002,9552,3134,12686,55.79,30.34,9.75,3.1,1.02,4.12
2021,E09000029,Sutton,209639,107792,71329,22304,6322,1892,8214,51.42,34.02,10.64,3.02,0.9,3.92
2021,E09000030,Tower Hamlets,310306,164359,99697,31182,11172,3896,15068,52.97,32.13,10.05,3.6,1.26,4.86
2021,E09000031,Waltham Forest,278426,143437,93169,29590,9277,2953,12230,51.52,33.46,10.63,3.33,1.06,4.39
2021,E09000032,Wandsworth,327506,198576,91919,26746,7868,2397,10265,60.63,28.07,8.17,2.4,0.73,3.13
2021,E09000033,Westminster,204236,115033,58977,19840,7404,2982,10386,56.32,28.88,9.71,3.63,1.46,5.09
2021,W06000001,Isle of Anglesey,68878,32788,21937,10216,3059,878,3937,47.6,31.85,14.83,4.44,1.27,5.72
2021,W06000002,Gwynedd,117391,58620,37038,15668,4741,1324,6065,49.94,31.55,13.35,4.04,1.13,5.17
2021,W06000003,Conwy,114742,51092,38345,17780,5819,1706,7525,44.53,33.42,15.5,5.07,1.49,6.56
2021,W06000004,Denbighshire,95817,43115,31254,14621,5179,1648,6827,45.0,32.62,15.26,5.41,1.72,7.13
2021,W06000005,Flintshire,154962,73431,51838,20920,6716,2057,8773,47.39,33.45,13.5,4.33,1.33,5.66
2021,W06000006,Wrexham,135117,61404,45998,19316,6588,1811,8399,45.45,34.04,14.3,4.88,1.34,6.22
2021,W06000008,Ceredigion,71475,32195,24054,10881,3328,1017,4345,45.04,33.65,15.22,4.66,1.42,6.08
2021,W06000009,Pembrokeshire,123360,55187,41206,18605,6375,1987,8362,44.74,33.4,15.08,5.17,1.61,6.78
2021,W06000010,Carmarthenshire,187897,84785,59550,29491,10554,3517,14071,45.12,31.69,15.7,5.62,1.87,7.49
2021,W06000011,Swansea,238490,113823,73789,33363,13061,4454,17515,47.73,30.94,13.99,5.48,1.87,7.34
2021,W06000012,Neath Port Talbot,142289,64583,43219,21961,9388,3138,12526,45.39,30.37,15.43,6.6,2.21,8.8
2021,W06000013,Bridgend,145488,66751,46142,21589,8254,2752,11006,45.88,31.72,14.84,5.67,1.89,7.56
2021,W06000014,Vale of Glamorgan,131939,63999,42548,17533,5906,1953,7859,48.51,32.25,13.29,4.48,1.48,5.96
2021,W06000015,Cardiff,362308,181604,115195,44144,16193,5172,21365,50.12,31.79,12.18,4.47,1.43,5.9
2021,W06000016,Rhondda Cynon Taff,237651,105823,75427,36863,14925,4613,19538,44.53,31.74,15.51,6.28,1.94,8.22
2021,W06000018,Caerphilly,175952,76930,56471,27645,11275,3631,14906,43.72,32.09,15.71,6.41,2.06,8.47
2021,W06000019,Blaenau Gwent,66904,27465,21865,11210,4785,1579,6364,41.05,32.68,16.76,7.15,2.36,9.51
2021,W06000020,Torfaen,92276,39335,31301,14340,5584,1716,7300,42.63,33.92,15.54,6.05,1.86,7.91
2021,W06000021,Monmouthshire,92955,43165,31887,12655,4060,1188,5248,46.44,34.3,13.61,4.37,1.28,5.65
2021,W06000022,Newport,159592,74351,52689,21937,8159,2456,10615,46.59,33.01,13.75,5.11,1.54,6.65
2021,W06000023,Powys,133169,59313,45946,20078,6040,1792,7832,44.54,34.5,15.08,4.54,1.35,5.88
2021,W06000024,Merthyr Tydfil,58839,26718,17786,8837,4112,1386,5498,45.41,30.23,15.02,6.99,2.36,9.34
>>>>>>> 0e42963fa59761517cb5b807f67b9f60208143e3
